Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Missing,Injuries,Damage ($Mil),Houses Destroyed,Houses Damaged,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
1209,NA,NA,NA,NA,NA,NA,NA,IRAN:  NISHAPUR,36,58.8,10,7.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,6,2,NA,NA,NA,NA,NA,CHINA:  NINGXIA,36,106.2,NA,6.5,9,10000,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA
1227,7,NA,NA,NA,NA,NA,NA,CHINA:  NINGXIA,38.5,106.3,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,3,11,NA,NA,NA,3478,NA,TURKEY: ISTANBUL (CONSTANTINOPLE),41,28.6,NA,6.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,NA,NA,NA,NA,NA,NA,NA,ITALY:  VENEZIA (VENICE),45.3,12.2,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,5,22,NA,NA,NA,104,NA,JAPAN:  KAMAKURA,35.2,139.4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,10,9,NA,NA,NA,105,NA,"SANRIKU, JAPAN",39,144,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,10,9,NA,NA,NA,106,NA,JAPAN:  SAGAMI BAY,35.2,139.5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NA,NA,NA,NA,NA,IRAN:  NEYSHABUR (NEISHABUR),36,58.8,10,5.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,9,NA,NA,NA,NA,108,NA,ALBANIA:  DURRES,41.3,19.7,NA,6.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,4,14,NA,NA,NA,NA,NA,GEORGIA,42.1,44.2,28,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,7,20,NA,NA,NA,NA,NA,ITALY:  VERONA,45.3,11,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,4,30,NA,NA,NA,NA,NA,"ITALY: FORLI, SPOLETO, ROMAGNA, MARCHE, BOLOGNA",44.2,12,NA,6.2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NA,NA,NA,NA,NA,IRAN:  SHADIYAKH,36.1,58.8,10,5.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,NA,NA,NA,NA,NA,"GEORGIA:  SAMTSKHE, DZHAVAKHET",41.7,43.2,14,6.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,9,27,NA,NA,NA,NA,NA,CHINA:  NEI MONGOL:  NINGCHENG,41.5,119.3,NA,6.8,9,100000,NA,NA,NA,NA,NA,100000,NA,NA,NA,NA,NA
1291,8,25,NA,NA,NA,NA,NA,CHINA:  SHAANXI PROVINCE,36.1,111.5,NA,6.5,8,150,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
1293,5,27,NA,NA,NA,110,NA,JAPAN:  KAMAKURA,35.2,139.4,NA,7.1,NA,23024,NA,NA,NA,NA,NA,23024,NA,NA,NA,NA,NA
1300,NA,NA,NA,NA,NA,NA,NA,"IRAN:  NEYSHABUR (NEISHABUR),FIRRIM",36.8,56,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,8,8,NA,NA,NA,111,NA,GREECE:  CRETE,35,27,NA,8,9,4000,NA,NA,NA,NA,NA,4000,NA,NA,NA,NA,NA
1303,9,17,NA,NA,NA,NA,NA,CHINA:  SHANXI PROVINCE,36.3,111.7,NA,8,11,NA,NA,NA,NA,100000,100000,NA,NA,NA,NA,100000,NA
1304,11,7,NA,NA,NA,NA,NA,IRAN: TABRIZ,38.5,45.5,NA,6.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,5,3,NA,NA,NA,NA,NA,"CHINA:  SHANXI PROVINCE:  HUAIREN, DATONG",39.8,113.1,NA,6.5,9,2000,NA,NA,NA,5800,NA,2000,NA,NA,NA,5800,NA
1306,9,12,NA,NA,NA,NA,NA,CHINA:  NINGXIA:  KAICHENG,35.9,106.1,NA,6.5,9,5000,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA
1310,NA,NA,NA,NA,NA,NA,NA,"IRAQ:  SHAHRIZUR, SULAIMANIYA, BAGHDAD",35.6,46,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,10,5,NA,NA,NA,NA,NA,CHINA:  HEBEI:  SHEXIAN,36.5,113.8,NA,6,8,340,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA
1327,9,NA,NA,NA,NA,NA,NA,CHINA:  SICHUAN PROVINCE,30.1,102.7,NA,4.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,8,15,NA,NA,NA,114,NA,"SAGAMI, JAPAN",33.7,135.2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,10,21,1,30,NA,NA,NA,IRAN:  KHAF,34.7,59.7,NA,7.6,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,9,8,NA,NA,NA,NA,NA,CHINA:  HEBEI:  HUAILAI,40.4,115.7,NA,6.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,1,1,NA,NA,NA,5556,NA,UKRAINE:  CRIMEA,44.3,34.3,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,10,31,NA,NA,NA,116,NA,JAPAN:  JUSANKO,41,139.5,NA,7,NA,NA,NA,NA,NA,NA,NA,2600,NA,NA,NA,NA,NA
1343,10,18,NA,NA,NA,3114,NA,TURKEY:  ISTANBUL (CONSTANTINOPLE),40.8,28.3,NA,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,NA,NA,NA,NA,0,NA,NA,"GEORGIA:  CHEGEM GORGE, CHREBALO",43,43,20,6.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,5,14,NA,NA,NA,NA,NA,CHINA:  SHANXI PROVINCE:  YUSHE,37.3,113,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,4,18,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE,35.6,105.3,NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1360,11,22,NA,NA,NA,122,NA,JAPAN:  KUMANONADA,33.4,136.2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1361,8,3,NA,NA,NA,124,NA,JAPAN:  NANKAIDO,33,135,NA,8.4,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,NA,1700,NA
1361,NA,NA,NA,NA,NA,NA,NA,CHINA:  JIANGXI PROVINCE:  YEN HI CHAN,28.8,115.3,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,7,8,NA,NA,NA,NA,NA,CHINA:  SHANXI PROVINCE: XUGOU,37.6,112.5,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,8,16,NA,NA,NA,NA,NA,CHINA:  JIANGSU PROVINCE:  NANJING,32,118.8,NA,4.8,6,16,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
1385,8,1,NA,NA,NA,NA,NA,NORTH KOREA:  KAESONG,37.6,126.3,NA,6.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,1,20,NA,NA,0,NA,NA,IRAN:  NEYSHABUR,36.2,58.5,10,5.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,2,NA,NA,NA,0,NA,NA,IRAN:  NEYSHABUR (NISHAPUR),36.2,58.8,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390,5,NA,NA,NA,NA,NA,NA,UZBEKISTAN:  BUKHARA,39.8,64.4,20,6.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1403,12,NA,NA,NA,NA,128,NA,JAPAN:  KUMANONADA,33.7,136.5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,1,29,NA,NA,0,NA,NA,IRAN:  NEYSHABUR (NISHAPUR),36,58.8,15,6.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,10,16,NA,NA,NA,129,NA,JAPAN:  SHIMIZU,34.4,138.4,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,1,21,NA,NA,NA,131,NA,JAPAN:  KUMANONADA,33.8,136.9,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,11,7,NA,NA,NA,133,NA,"TOKAIDO, JAPAN",34.9,139.5,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1440,10,26,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE:  YONGDENG,36.2,103.3,NA,6.3,8,200,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
1440,NA,NA,NA,NA,0,NA,NA,IRAN:  KARZIN,28.3,53.1,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1445,12,12,NA,NA,NA,NA,NA,CHINA:  FUJIAN PROVINCE:  ZHANGZHOU,24.5,117.6,NA,6.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,9,19,NA,NA,NA,136,NA,JAPAN:  SADO,37.5,138.2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,1,24,NA,NA,0,NA,NA,SOUTH KOREA:  KWANGJU,35.9,126.5,NA,6.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1471,NA,NA,NA,NA,NA,NA,NA,PERU,-16.3,-71,25,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,NA,NA,NA,NA,NA,NA,NA,KYRGYZSTAN:  BOLOSAGUN,42.6,75.2,5,6.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,8,17,NA,NA,NA,NA,NA,CHINA:  SICHUAN PROVINCE:  YANYUAN,27.5,101.6,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,5,3,NA,NA,NA,137,NA,GREECE:  RHODES,36,28,NA,7.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,7,15,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:,26.5,99.9,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,NA,NA,NA,NA,0,NA,NA,"IRAN:  HORMOZ,OMAN",26.1,56.9,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,NA,NA,NA,NA,0,NA,NA,"TURKEY:  ERZINCAN,ERZURUM",39.9,40.4,NA,7.5,10,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,2,18,NA,NA,NA,NA,NA,IRAN:  OFF COAST,24.9,57.9,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,1,29,NA,NA,NA,NA,NA,CHINA:  BEIJING,40.5,116.5,NA,6.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,8,14,NA,NA,0,NA,NA,IRAN:  ALAMUT-JENAT RUDBAR-DAILAMAN,36.9,49.9,NA,6.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,8,10,NA,NA,NA,NA,NA,"CHINA:  SHAANXI PROVINCE:  LINTONG, XIANYANG",34.4,108.9,NA,6.3,8,1900,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA
1488,9,16,NA,NA,NA,NA,NA,CHINA:  SICHUAN PROVINCE:  MAOWEN,31.7,103.9,NA,5.5,7,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,37,NA
1490,2,20,NA,NA,0,NA,NA,UZBEKISTAN:  SAMARKAND,39.4,67.1,15,5.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,1,10,NA,NA,0,NA,NA,IRAN:  NOWZAD-MASK,33,59.8,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,3,24,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:  QUJING,25.5,103.8,NA,5.5,7,3,NA,NA,NA,200,NA,3,NA,NA,NA,200,NA
1494,7,1,NA,NA,NA,3119,NA,GREECE:  CRETE,35.5,25.5,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,4,10,NA,NA,NA,NA,NA,CHINA:  NINGXIA:  ZHONGWEI,37.6,105.6,NA,6.3,8,NA,NA,12,NA,50,NA,NA,NA,12,NA,50,NA
1495,9,12,NA,NA,NA,142,NA,JAPAN:  KAMAKURA,35.1,139.5,NA,7.1,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
1498,7,9,NA,NA,NA,144,NA,JAPAN:  ENSHUNADA SEA,34.4,137.7,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,9,20,NA,NA,NA,2993,NA,JAPAN:  NANKAIDO,33.5,135.2,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,9,20,NA,NA,NA,146,NA,JAPAN:  ENSHUNADA SEA,34,138.1,NA,8.3,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,1000,NA
1501,1,19,NA,NA,NA,NA,NA,CHINA:  SHAANXI PROVINCE:  CHAOYI,34.8,110.1,NA,7,9,400,NA,NA,NA,5400,NA,400,NA,NA,NA,5400,NA
1502,10,17,NA,NA,NA,NA,NA,CHINA:  HENAN PROVINCE:  PUCHENG,35.7,115.3,NA,6.5,8,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
1505,6,6,NA,NA,NA,NA,NA,NEPAL-INDIA,29.5,83,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,10,16,NA,NA,NA,NA,NA,"CHINA:  SHANXI PROVINCE:  ANYI, GUEHENG",35.2,110.9,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,11,4,NA,NA,NA,NA,NA,"CHINA:  YUNNAN PROVINCE:  ANNING, YUXI",24.6,102.5,NA,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,9,10,NA,NA,NA,152,NA,TURKEY:  ISTANBUL,40.8,28.1,NA,7.7,10,5000,NA,10000,NA,1700,NA,5000,NA,10000,NA,1700,NA
1510,9,21,NA,NA,NA,154,NA,"SEIONAIKAI, JAPAN",34.6,135.4,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,10,10,NA,NA,NA,156,NA,JAPAN:  ENSHUNADA SEA,34.5,137.6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,3,26,14,30,NA,157,NA,"BALKANS NW:  SLOVENIA:  IDRIJA,SKOFJA LOKA",46.2,13.433,7,6.5,10,15,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
1511,11,17,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,26.6,100,NA,5.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,10,8,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,25,98.5,NA,6.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,NA,NA,NA,NA,0,5488,NA,PERU,-17.2,-72.3,30,8.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,9,14,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,25.1,99.1,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,6,17,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:  HEQING,26.6,100.2,NA,7,9,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1517,7,12,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,24.1,102.6,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,7,2,NA,NA,NA,NA,NA,NORTH KOREA:  HWANGHAE-DO:  PAEKCHON,38,125,NA,6.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,3,26,NA,NA,NA,NA,NA,CHINA:  YUNNAN:  WEISHAN,25.3,100.3,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,4,4,NA,NA,NA,160,NA,"JAPAN:  KII, KUMANANONADA",33.6,136.3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,9,1,14,30,0,163,NA,VENEZUELA:  CUMANA,10.5,-64.2,10,8,10,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1531,1,26,NA,NA,NA,165,NA,PORTUGAL:  LISBON,38.7,-9.1,NA,7.7,10,30000,NA,NA,NA,1500,NA,30000,NA,NA,NA,1500,NA
1531,1,NA,NA,NA,NA,3575,NA,CHINA:  JIANGSU PROVINCE,30.7,117.5,NA,4.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,5,NA,NA,NA,NA,NA,NA,CHINA:  FUJIAN:  CHANGTING,25.8,116.4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,3,19,NA,NA,NA,NA,NA,CHINA:  SICHUAN:  N OF XICHANG,28.1,102.1,NA,7.3,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,8,8,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:  JIANGSHUI,23.6,102.8,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,12,10,17,30,NA,5404,NA,"ITALY:  SIRACUSA, MILITELLO, CATANIA, NOCOSIA",37.07,15.3,NA,6.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,1,14,NA,NA,NA,173,NA,"ISRAEL:  NABULUS,SALT",32,35.5,NA,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,1,14,NA,NA,NA,173,NA, JORDAN:  AL-KARAK,32,35.5,NA,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,NA,NA,NA,NA,NA,NA,NA,CHINA:  GUIZHOU PROVINCE:  QINGLONG,25.8,105.2,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,7,2,10,30,0,NA,NA,PERU,-16.6,-71.3,30,7.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,3,2,NA,NA,0,NA,NA,SOUTH KOREA:  KYONGSANG-DO,35.8,128.8,NA,6.3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,9,NA,NA,NA,NA,NA,NA,INDIA:  KASHMIR:  SRINAGAR,33.5,75.5,NA,7.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,11,15,NA,NA,0,NA,NA,PERU,-11.9,-77.6,30,8.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1556,1,23,NA,NA,NA,NA,NA,CHINA:  SHAANXI PROVINCE,34.5,109.7,NA,8,11,830000,NA,NA,NA,NA,NA,830000,NA,NA,NA,NA,NA
1556,10,17,NA,NA,NA,NA,NA,ECUADOR,-0.2,-78.6,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,4,NA,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:  YILIANG,24.9,103.2,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,NA,NA,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,24.2,102.7,NA,5.5,7,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1561,7,25,NA,NA,NA,NA,NA,CHINA:  NINGXIA:  E OF ZHONGWEI,37.5,106.2,NA,7.3,10,1001,NA,NA,NA,NA,NA,1001,NA,NA,NA,NA,NA
1562,10,28,10,NA,NA,178,NA,CHILE,-38.7,-73.5,NA,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,7,20,NA,NA,NA,3122,NA,"FRANCE:  CORSICA,LA BOLLENE-VESUBIE,VENANSON",44.017,7.283,NA,5.8,9,650,NA,NA,NA,NA,NA,650,NA,NA,NA,NA,NA
1566,NA,NA,NA,NA,0,NA,NA,COLOMBIA,3,-77.3,NA,7.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,4,25,NA,NA,NA,NA,NA,"CHINA:  HEBEI PROVINCE:  QIANAN, LAOTING",39,119,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,5,15,NA,NA,NA,NA,NA,CHINA:  SHAANXI PROVINCE:  XIAN,34.4,109,NA,6.8,9,200,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
1570,2,8,13,NA,NA,179,NA,CHILE:  OLD CONCEPCION,-36.75,-73,NA,8.3,11,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA
1571,9,9,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:  TONGHAI,24.1,102.7,NA,6,8,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,1000,NA
1573,1,10,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE:  MINXIAN,34.4,104,NA,6.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,9,8,NA,NA,NA,NA,NA,ECUADOR,-0.2,-78.6,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,12,16,18,30,NA,185,NA,CHILE:  VALDIVIA,-39.8,-73.2,NA,8.5,10,21,NA,NA,NA,NA,NA,1321,NA,NA,NA,NA,NA
1577,3,13,NA,NA,NA,NA,NA,CHINA:  YUNNAN:  TENGCHONG,25,98.6,NA,6.5,8,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,12,21,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.1,99.9,NA,5,6,10,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
1580,4,6,NA,NA,NA,187,NA,UNITED KINGDOM:  DOVER STRAITS,51.019,1.309,33,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,NA,NA,NA,NA,NA,NA,NA,PERU:  YANAOCA,-14.1,-71.5,15,6.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,1,22,16,30,NA,3681,NA,"PERU:  SOCABAYA,AREQUIPA",-16.6,-71.6,30,8.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,8,15,NA,NA,NA,NA,NA,PERU,-12.2,-77.6,30,7.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,3,11,10,NA,NA,5680,NA,SWITZERLAND:  GENEVA-YVOIRE,46.33,6.97,NA,5.9,7,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1584,3,14,8,NA,0,NA,NA,SWITZERLAND,46.3,7,NA,5.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,3,17,NA,NA,NA,5410,NA,PERU,-11.8,-77.8,30,8.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,6,28,NA,NA,NA,5745,NA,GREECE:  MOUNT ATHOS,40.2,24.5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586,1,18,NA,NA,NA,191,NA,JAPAN:  ISE BAY,35,136.8,NA,8.2,NA,8000,NA,NA,NA,10000,NA,8000,NA,NA,NA,10000,NA
1586,4,2,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE:  WEISHAN,25.3,100.3,NA,5.5,7,20,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
1586,7,10,0,30,NA,194,NA,PERU:  LIMA,-12.3,-77.7,60,8.5,10,22,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
1587,7,9,NA,NA,NA,3686,NA,PERU:  PIURA,-5.3,-80.5,NA,6.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,8,9,NA,NA,NA,NA,NA,"CHINA:  YUNNAN PROVINCE:  TONGHAI, QUJIANG",24,102.8,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,3,21,NA,NA,NA,197,NA,"SURUGA, JAPAN",34.8,138.2,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,7,7,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE,35.4,103.9,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,9,15,NA,NA,NA,NA,NA,AUSTRIA:  KAMP RIVER,48.3,15.5,NA,6.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,NA,NA,NA,NA,NA,198,NA,"PERU:  CUSCO, CAMANA",-17.2,-72.9,40,7.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,9,4,NA,NA,NA,203,NA,JAPAN:  BEPPU BAY,33.3,131.7,NA,6.9,NA,NA,NA,NA,NA,NA,NA,708,NA,NA,NA,80,NA
1597,9,10,NA,NA,NA,204,NA,JAPAN:  BEPPU BAY,33.3,131.6,NA,6.4,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
1600,2,19,10,NA,NA,NA,4052,PERU:  VOLCAN HUAYNAPUTINA,-16.8,-70.9,20,7.9,11,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA
1600,2,28,20,NA,0,NA,NA,PERU:  OMATE,-16.6,-70.8,20,8.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,9,29,NA,NA,NA,NA,NA,CHINA:  GUANGDONG PROVINCE,23.5,117.2,NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,9,18,NA,NA,NA,5565,NA,SWITZERLAND,46.8,8.5,NA,6.2,8,9,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
